handle,caption_name,location,location_lower,type,exclude_groups,.1,.2,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
pedropedrosoc,Cuban Permanent Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;cuba;un,Ambassadors&Representatives,Cuban Permanent Representative to UN,,dgm_og_mentioner_v6,846613aa367a4b09265e637419644cbc,dgm_og_mentioner_v6__846613aa367a4b09265e637419644cbc
anouparb,Laotian Permanent Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;laos;un,Ambassadors&Representatives,Laotian Permanent Representative to UN,,dgm_og_mentioner_v6,7e1f452428ddd540ed396f606a9ee17d,dgm_og_mentioner_v6__7e1f452428ddd540ed396f606a9ee17d
xborderamb,"Mexican Consul General in Los Angeles, CA",United States,united states,Ambassadors & Representatives,,,united states;mexico,Ambassadors&Representatives,"Mexican Consul General in Los Angeles, CA",,dgm_og_mentioner_v6,ac4c4d67995d552a117036397f39697f,dgm_og_mentioner_v6__ac4c4d67995d552a117036397f39697f
ambalyaalthani,Qatari Permanent Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;qatar;un,Ambassadors&Representatives,Qatari Permanent Representative to UN,,dgm_og_mentioner_v6,a50d8eaa1738ddb9a9393849488e9568,dgm_og_mentioner_v6__a50d8eaa1738ddb9a9393849488e9568
lindat_g,US Ambassador to UN,United States,united states,Ambassadors & Representatives,,,united states;united states;un,Ambassadors&Representatives,US Ambassador to UN,,dgm_og_mentioner_v6,04eaaee607c86d483d274c652307253e,dgm_og_mentioner_v6__04eaaee607c86d483d274c652307253e
ambalisharif1,Somalian Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;somalia,Ambassadors&Representatives,Somalian Ambassador to US,,dgm_og_mentioner_v6,aefd7376b3d982b287bb87dfe9070914,dgm_og_mentioner_v6__aefd7376b3d982b287bb87dfe9070914
ambdoualeh,Djiboutian Permanent Representative to UN and Ambassador to US and Canada,United States,united states,Ambassadors & Representatives,,,united states;djibouti;un,Ambassadors&Representatives,Djiboutian Permanent Representative to UN and Ambassador to US and Canada,,dgm_og_mentioner_v6,c087d4d04c0186856a5f23b1c575fe48,dgm_og_mentioner_v6__c087d4d04c0186856a5f23b1c575fe48
dtdjani,Indonesian Ambassador and Permanent Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;indonesia;un,Ambassadors&Representatives,Indonesian Ambassador and Permanent Representative to UN,,dgm_og_mentioner_v6,4ff9b598447063894064e6868241f4d2,dgm_og_mentioner_v6__4ff9b598447063894064e6868241f4d2
hoxhafer,Albanian Ambassador to UN,United States,united states,Ambassadors & Representatives,,,united states;albania,Ambassadors&Representatives,Albanian Ambassador to UN,,dgm_og_mentioner_v6,a5b6911542494c877e26e29d142cf32c,dgm_og_mentioner_v6__a5b6911542494c877e26e29d142cf32c
ambassador_mma,"Gabonese Ambassador to US, Mexico and Haiti",United States,united states,Ambassadors & Representatives,,,united states;gabon,Ambassadors&Representatives,"Gabonese Ambassador to US, Mexico and Haiti",,dgm_og_mentioner_v6,e96744e6a174dc1aaeba13a47575175a,dgm_og_mentioner_v6__e96744e6a174dc1aaeba13a47575175a
cgbrandonlee,"Canadian Consul General in Seattle, WA",United States,united states,Ambassadors & Representatives,,,united states;canada,Ambassadors&Representatives,"Canadian Consul General in Seattle, WA",,dgm_og_mentioner_v6,18fc1cef915ac06db406a63783b44f45,dgm_og_mentioner_v6__18fc1cef915ac06db406a63783b44f45
dkambusa,Danish Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;denmark,Ambassadors&Representatives,Danish Ambassador to US,,dgm_og_mentioner_v6,321dfd43318b8a459f6dbc40b03ce6d6,dgm_og_mentioner_v6__321dfd43318b8a459f6dbc40b03ce6d6
germanymidwest,"German Consul General in Chicago, IL",United States,united states,Ambassadors & Representatives,,,united states;germany,Ambassadors&Representatives,"German Consul General in Chicago, IL",,dgm_og_mentioner_v6,35c16f5b29e1dc688ba16ebc0cc47023,dgm_og_mentioner_v6__35c16f5b29e1dc688ba16ebc0cc47023
ambbowler,Malawian Ambassador to UN,United States,united states,Ambassadors & Representatives,,,united states;malawi;un,Ambassadors&Representatives,Malawian Ambassador to UN,,dgm_og_mentioner_v6,c0c1514490b54aefbdfe889276881703,dgm_og_mentioner_v6__c0c1514490b54aefbdfe889276881703
carlobrador,"Mexican Head Consul in Philadelphia, PA",United States,united states,Ambassadors & Representatives,,,united states;mexico,Ambassadors&Representatives,"Mexican Head Consul in Philadelphia, PA",,dgm_og_mentioner_v6,0d4b5ce7c3d97ca26869590637af08dd,dgm_og_mentioner_v6__0d4b5ce7c3d97ca26869590637af08dd
nlambassadorusa,Dutch Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;netherlands,Ambassadors&Representatives,Dutch Ambassador to US,,dgm_og_mentioner_v6,b2a65226ce90f90ee2524744af1fb977,dgm_og_mentioner_v6__b2a65226ce90f90ee2524744af1fb977
phuongnga1963,Vietnamese Ambassador and Permanent Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;vietnam;un,Ambassadors&Representatives,Vietnamese Ambassador and Permanent Representative to UN,,dgm_og_mentioner_v6,297beacc0eefdc705098dfa0351382a2,dgm_og_mentioner_v6__297beacc0eefdc705098dfa0351382a2
cgalward,Canadian Consul General in Boston,United States,united states,Ambassadors & Representatives,,,united states;canada,Ambassadors&Representatives,Canadian Consul General in Boston,,dgm_og_mentioner_v6,5ae7f4a21610387bd852aefe781ade5c,dgm_og_mentioner_v6__5ae7f4a21610387bd852aefe781ade5c
karenpierceuk,UK Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;uk,Ambassadors&Representatives,UK Ambassador to US,,dgm_og_mentioner_v6,255941890754d625b0f765542c21e94b,dgm_og_mentioner_v6__255941890754d625b0f765542c21e94b
kimdarroch,UK Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;uk,Ambassadors&Representatives,UK Ambassador to US,,dgm_og_mentioner_v6,255941890754d625b0f765542c21e94b,dgm_og_mentioner_v6__255941890754d625b0f765542c21e94b
mona_juul,Norweigan Ambassador and Permanent Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;norway;un,Ambassadors&Representatives,Norweigan Ambassador and Permanent Representative to UN,,dgm_og_mentioner_v6,e5d9f8bd3f64fbd4d01d8a54e9fa2028,dgm_og_mentioner_v6__e5d9f8bd3f64fbd4d01d8a54e9fa2028
katalinbogyay,Hungarian Permanent Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;hungary;un,Ambassadors&Representatives,Hungarian Permanent Representative to UN,,dgm_og_mentioner_v6,289b9463abf4355e7a6722f09ae2b4e7,dgm_og_mentioner_v6__289b9463abf4355e7a6722f09ae2b4e7
olofbskoog,EU Ambassador to UN,United States,united states,Ambassadors & Representatives,,,united states;sweden;un,Ambassadors&Representatives,EU Ambassador to UN,,dgm_og_mentioner_v6,fbae2e8696dec3ab1786535597ab21ca,dgm_og_mentioner_v6__fbae2e8696dec3ab1786535597ab21ca
b_bowoleksono,Indonesian Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;indonesia,Ambassadors&Representatives,Indonesian Ambassador to US,,dgm_og_mentioner_v6,bfdbd2486f6f58ff5c762c6af1648c89,dgm_og_mentioner_v6__bfdbd2486f6f58ff5c762c6af1648c89
ronny_jumeau,Seyshelles Ambassador for Climate Change and Small Island Developing State Issues,United States,united states,Ambassadors & Representatives,,,united states;seychelles,Ambassadors&Representatives,Seyshelles Ambassador for Climate Change and Small Island Developing State Issues,,dgm_og_mentioner_v6,74b20e2e99678ee235a8998f51988770,dgm_og_mentioner_v6__74b20e2e99678ee235a8998f51988770
ibpete03,Assistant Secretary General to the UNFPA,United States,united states,Ambassadors & Representatives,,,united states;denmark,Ambassadors&Representatives,Assistant Secretary General to the UNFPA,,dgm_og_mentioner_v6,3b6672b437bee60f3c1bed5c2739d89f,dgm_og_mentioner_v6__3b6672b437bee60f3c1bed5c2739d89f
vrailas,Greek Permanent Representative to the EU,United States,united states,Ambassadors & Representatives,,,united states;greece,Ambassadors&Representatives,Greek Permanent Representative to the EU,,dgm_og_mentioner_v6,429d5a7e5fd186a9ed3ca281fb5fb152,dgm_og_mentioner_v6__429d5a7e5fd186a9ed3ca281fb5fb152
aliekabba_sl,Sierra Leonean Permanent Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;sierra leone;un,Ambassadors&Representatives,Sierra Leonean Permanent Representative to UN,,dgm_og_mentioner_v6,58b07d5bafde8e53567e605c81f91cb5,dgm_og_mentioner_v6__58b07d5bafde8e53567e605c81f91cb5
ambkawar,Jordanian Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;jordan,Ambassadors&Representatives,Jordanian Ambassador to US,,dgm_og_mentioner_v6,0ede712004cc840fc1922dcef3c70cf4,dgm_og_mentioner_v6__0ede712004cc840fc1922dcef3c70cf4
euambus,EU Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;greece,Ambassadors&Representatives,EU Ambassador to US,,dgm_og_mentioner_v6,cd69f42d992a1d0784692c27c211553a,dgm_og_mentioner_v6__cd69f42d992a1d0784692c27c211553a
floretafaber,Albanian Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;albania,Ambassadors&Representatives,Albanian Ambassador to US,,dgm_og_mentioner_v6,6adb96793cf01453fb15740fd858ca06,dgm_og_mentioner_v6__6adb96793cf01453fb15740fd858ca06
tayeatske,Ethiopian Ambassador to UN,United States,united states,Ambassadors & Representatives,,,united states;ethiopia,Ambassadors&Representatives,Ethiopian Ambassador to UN,,dgm_og_mentioner_v6,39f4293520b07cc2441af66e0a774f06,dgm_og_mentioner_v6__39f4293520b07cc2441af66e0a774f06
besiana_kadare,Albanian Ambassador to UN,United States,united states,Ambassadors & Representatives,,,united states;albania;un,Ambassadors&Representatives,Albanian Ambassador to UN,,dgm_og_mentioner_v6,a5b6911542494c877e26e29d142cf32c,dgm_og_mentioner_v6__a5b6911542494c877e26e29d142cf32c
akenestrom,Swedish Permanent Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;sweden;un,Ambassadors&Representatives,Swedish Permanent Representative to UN,,dgm_og_mentioner_v6,fd7176f91d83c8e9fe4fdf32096bf7a5,dgm_og_mentioner_v6__fd7176f91d83c8e9fe4fdf32096bf7a5
charlottaschly,Swedish Ambassador for Sustainable Development to UN,United States,united states,Ambassadors & Representatives,,,united states;sweden;un,Ambassadors&Representatives,Swedish Ambassador for Sustainable Development to UN,,dgm_og_mentioner_v6,928d36f587d3e997be02d168fecd61ff,dgm_og_mentioner_v6__928d36f587d3e997be02d168fecd61ff
apildegovics,Latvian Ambassador to UN,United States,united states,Ambassadors & Representatives,,,united states;latvia;un,Ambassadors&Representatives,Latvian Ambassador to UN,,dgm_og_mentioner_v6,c0fa013ec251094436c04d5f6b47596e,dgm_og_mentioner_v6__c0fa013ec251094436c04d5f6b47596e
ionjinga,Romanian Permanent Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;romania;un,Ambassadors&Representatives,Romanian Permanent Representative to UN,,dgm_og_mentioner_v6,9c8e18dc74f2477591a996dffa3b48e1,dgm_og_mentioner_v6__9c8e18dc74f2477591a996dffa3b48e1
sprasadfj,Fijian Permanent Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;fiji;un,Ambassadors&Representatives,Fijian Permanent Representative to UN,,dgm_og_mentioner_v6,586205b99bbeb182a619ab89891b7e27,dgm_og_mentioner_v6__586205b99bbeb182a619ab89891b7e27
germanambusa,German Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;germany,Ambassadors&Representatives,German Ambassador to US,,dgm_og_mentioner_v6,a9b604225c22165357155727135d473d,dgm_og_mentioner_v6__a9b604225c22165357155727135d473d
bakradzedavid,Georgian Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;georgia,Ambassadors&Representatives,Georgian Ambassador to US,,dgm_og_mentioner_v6,a4cc2aa04de8dbbd1ca8f48aee24d810,dgm_og_mentioner_v6__a4cc2aa04de8dbbd1ca8f48aee24d810
ambassadorli,Liechtensteiner Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;liechtenstein,Ambassadors&Representatives,Liechtensteiner Ambassador to US,,dgm_og_mentioner_v6,9c6d8f04cc8c5cd67c3a65abeaf20587,dgm_og_mentioner_v6__9c6d8f04cc8c5cd67c3a65abeaf20587
annikenkrutnes,Norwegian Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;norway,Ambassadors&Representatives,Norwegian Ambassador to US,,dgm_og_mentioner_v6,e583499d0d43e18b878b7bbbad33033f,dgm_og_mentioner_v6__e583499d0d43e18b878b7bbbad33033f
berer_t,"Mexican Consul General to Colorado, Wyoming, and Montana",United States,united states,Ambassadors & Representatives,,,united states;mexico,Ambassadors&Representatives,"Mexican Consul General to Colorado, Wyoming, and Montana",,dgm_og_mentioner_v6,af75fdd4e4161dc6fbe1b33fe560cf1f,dgm_og_mentioner_v6__af75fdd4e4161dc6fbe1b33fe560cf1f
nasimiaghayev,"Azerbaijani Consul General in Los Angeles, CA",United States,united states,Ambassadors & Representatives,,,united states;azerbaijan,Ambassadors&Representatives,"Azerbaijani Consul General in Los Angeles, CA",,dgm_og_mentioner_v6,e8c46705a89ba03f40d327b977b5a209,dgm_og_mentioner_v6__e8c46705a89ba03f40d327b977b5a209
bellertsdottir,Icelandic Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;iceland,Ambassadors&Representatives,Icelandic Ambassador to US,,dgm_og_mentioner_v6,86cca6f80b8416af0c4848acbf733839,dgm_og_mentioner_v6__86cca6f80b8416af0c4848acbf733839
jvaltysson,Icelandic Ambassador to UN,United States,united states,Ambassadors & Representatives,,,united states;iceland;un,Ambassadors&Representatives,Icelandic Ambassador to UN,,dgm_og_mentioner_v6,aa1bd02cc5cb531848fe78459be3dde4,dgm_og_mentioner_v6__aa1bd02cc5cb531848fe78459be3dde4
elinsuleymanov,Azerbaijani Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;azerbaijan,Ambassadors&Representatives,Azerbaijani Ambassador to US,,dgm_og_mentioner_v6,f1bc2dd13dea016d2826ded43a087b30,dgm_og_mentioner_v6__f1bc2dd13dea016d2826ded43a087b30
danmulhall,Irish Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;ireland;un,Ambassadors&Representatives,Irish Ambassador to US,,dgm_og_mentioner_v6,686b0a43967899ddbc000204669fa261,dgm_og_mentioner_v6__686b0a43967899ddbc000204669fa261
ambmukantabana,Rwandan Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;rwanda,Ambassadors&Representatives,Rwandan Ambassador to US,,dgm_og_mentioner_v6,d32c5088cb9309913cb2b83ddd7f1615,dgm_og_mentioner_v6__d32c5088cb9309913cb2b83ddd7f1615
razansandris,Latvian Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;latvia,Ambassadors&Representatives,Latvian Ambassador to US,,dgm_og_mentioner_v6,9c3e221ccbf901958bd221940dfc1304,dgm_og_mentioner_v6__9c3e221ccbf901958bd221940dfc1304
khiari_khaled,"Assistant Secretary General for Middle East, Asia and Pacific",United States,united states,Ambassadors & Representatives,,,united states;united states,Ambassadors&Representatives,"Assistant Secretary General for Middle East, Asia and Pacific",,dgm_og_mentioner_v6,d3a27290599afd21bc49b5c3f9810c78,dgm_og_mentioner_v6__d3a27290599afd21bc49b5c3f9810c78
mazappia,Italian Permanent Representative to UN,United States,united states,Ambassadors & Representatives,,,united states;italy;un,Ambassadors&Representatives,Italian Permanent Representative to UN,,dgm_og_mentioner_v6,4b9066837cedfc445787e68cb21a1909,dgm_og_mentioner_v6__4b9066837cedfc445787e68cb21a1909
_vanessafrazier,Maltese Ambassador to UN,United States,united states,Ambassadors & Representatives,,,united states;malta;un,Ambassadors&Representatives,Maltese Ambassador to UN,,dgm_og_mentioner_v6,c9834178a9c11e505fa8c6c6d512acd0,dgm_og_mentioner_v6__c9834178a9c11e505fa8c6c6d512acd0
navarrobernachi,"Mexican Consul General in Kansas City, MO",United States,united states,Ambassadors & Representatives,,,united states;mexico,Ambassadors&Representatives,"Mexican Consul General in Kansas City, MO",,dgm_og_mentioner_v6,ffaa425eb0a9a55f5201805a221ce955,dgm_og_mentioner_v6__ffaa425eb0a9a55f5201805a221ce955
tarcisionavarre,"Mexican Consul General in Calexico, CA Navarrete Montes",United States,united states,Ambassadors & Representatives,,,united states;mexico,Ambassadors&Representatives,"Mexican Consul General in Calexico, CA Navarrete Montes",,dgm_og_mentioner_v6,13237d01c4f0cbb924cc9e19fc8b1d15,dgm_og_mentioner_v6__13237d01c4f0cbb924cc9e19fc8b1d15
beritbasse,Danish Consul General in New York City,United States,united states,Ambassadors & Representatives,,,united states;denmark,Ambassadors&Representatives,Danish Consul General in New York City,,dgm_og_mentioner_v6,a7f27bac442ece527475af39417f4999,dgm_og_mentioner_v6__a7f27bac442ece527475af39417f4999
llepik,Estonian Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;estonia,Ambassadors&Representatives,Estonian Ambassador to US,,dgm_og_mentioner_v6,1a2ee697b9dc87a7b54a2a7ee97d4941,dgm_og_mentioner_v6__1a2ee697b9dc87a7b54a2a7ee97d4941
rbalsaud,Saudi Ambassador to US Bandar,United States,united states,Ambassadors & Representatives,,,united states;saudi arabia,Ambassadors&Representatives,Saudi Ambassador to US Bandar,,dgm_og_mentioner_v6,d7764d8a7cc928fe018ea3aaeac65a2f,dgm_og_mentioner_v6__d7764d8a7cc928fe018ea3aaeac65a2f
azzopardi_keith,Maltese Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;malta,Ambassadors&Representatives,Maltese Ambassador to US,,dgm_og_mentioner_v6,25a6b999e6a38575f15b9c71c453392f,dgm_og_mentioner_v6__25a6b999e6a38575f15b9c71c453392f
abukarosman1,Somali Ambassador to UN,United States,united states,Ambassadors & Representatives,,,united states;somalia;un,Ambassadors&Representatives,Somali Ambassador to UN,,dgm_og_mentioner_v6,71b1d3a478a01bb6c245e36fd7b575b7,dgm_og_mentioner_v6__71b1d3a478a01bb6c245e36fd7b575b7
susaneckey,Norwegian Ambassador to UN ECOSOC,United States,united states,Ambassadors & Representatives,,,united states;norway,Ambassadors&Representatives,Norwegian Ambassador to UN ECOSOC,,dgm_og_mentioner_v6,c91b46a54e302e3e050d7d6965bade6d,dgm_og_mentioner_v6__c91b46a54e302e3e050d7d6965bade6d
courtenayrat,Jamaican Ambassador to UN,United States,united states,Ambassadors & Representatives,,,united states;jamaica;un,Ambassadors&Representatives,Jamaican Ambassador to UN,,dgm_og_mentioner_v6,2a39c6eb4a182a2bd4aa52f679500a62,dgm_og_mentioner_v6__2a39c6eb4a182a2bd4aa52f679500a62
nzambassadorus,New Zealand Ambassador to US,United States,united states,Ambassadors & Representatives,,,united states;new zealand,Ambassadors&Representatives,New Zealand Ambassador to US,,dgm_og_mentioner_v6,51edd0cb18fbfec66ff9e3648dc97874,dgm_og_mentioner_v6__51edd0cb18fbfec66ff9e3648dc97874
